
 param nb_n := 27; #number of nodes


 set A:= 
	 1 2
	 2 1
	 2 3
	 3 2
	 3 4
	 4 3
	 4 5
	 5 4
	 5 6
	 6 5
	 6 7
	 7 6
	 7 8
	 8 7
	 8 9
	 9 8
	 9 10
	 10 9
	 9 12
	 12 9
	 10 12
	 12 10
	 11 12
	 12 11
	 10 11
	 11 10
	 11 26
	 26 11
	 25 26
	 26 25
	 23 25
	 25 23
	 24 25
	 25 24
	 23 24
	 24 23
	 22 24
	 24 22
	 23 27
	 27 23
	 22 23
	 23 22
	 21 22
	 22 21
	 1 21
	 21 1
	 20 21
	 21 20
	 1 20
	 20 1
	 20 22
	 22 20
	 2 20
	 20 2
	 20 27
	 27 20
	 22 27
	 27 22
	 19 20
	 20 19
	 19 27
	 27 19
	 4 19
	 19 4
	 18 19
	 19 18
	 16 19
	 19 16
	 19 24
	 24 19
	 16 24
	 24 16
	 16 26
	 26 16
	 15 16
	 16 15
	 11 15
	 15 11
	 13 15
	 15 13
	 16 17
	 17 16
	 16 18
	 18 16
	 17 18
	 18 17
	 5 18
	 18 5
	 14 17
	 17 14
	 5 14
	 14 5
	 6 14
	 14 6
	 7 14
	 14 7
	 13 17
	 17 13
	 12 13
	 13 12
	 24 27
	 27 24
;

 param u:= 200;

 
 param:		 c 	 cap := 
1 	 30 	 211 
2 	 20 	 141 
3 	 30 	 211 
4 	 30 	 211 
5 	 20 	 141 
6 	 30 	 211 
7 	 30 	 211 
8 	 20 	 141 
9 	 20 	 141 
10 	 20 	 141 
11 	 30 	 211 
12 	 30 	 211 
13 	 30 	 211 
14 	 20 	 141 
15 	 20 	 141 
16 	 30 	 211 
17 	 20 	 141 
18 	 20 	 141 
19 	 30 	 211 
20 	 30 	 211 
21 	 30 	 211 
22 	 20 	 141 
23 	 20 	 141 
24 	 30 	 211 
25 	 20 	 141 
26 	 20 	 141 
27 	 20 	 141 ;
 
 param g := 
 1 	  2 	 27 
 2 	  1 	 23 
 2 	  3 	 26 
 3 	  2 	 20 
 3 	  4 	 11 
 4 	  3 	 24 
 4 	  5 	 20 
 5 	  4 	 17 
 5 	  6 	 23 
 6 	  5 	 18 
 6 	  7 	 30 
 7 	  6 	 22 
 7 	  8 	 26 
 8 	  7 	 12 
 8 	  9 	 17 
 9 	  8 	 13 
 9 	  10 	 17 
 10 	  9 	 26 
 9 	  12 	 21 
 12 	  9 	 16 
 10 	  12 	 26 
 12 	  10 	 24 
 11 	  12 	 16 
 12 	  11 	 23 
 10 	  11 	 19 
 11 	  10 	 12 
 11 	  26 	 27 
 26 	  11 	 25 
 25 	  26 	 27 
 26 	  25 	 19 
 23 	  25 	 21 
 25 	  23 	 30 
 24 	  25 	 29 
 25 	  24 	 18 
 23 	  24 	 12 
 24 	  23 	 13 
 22 	  24 	 23 
 24 	  22 	 27 
 23 	  27 	 27 
 27 	  23 	 16 
 22 	  23 	 27 
 23 	  22 	 20 
 21 	  22 	 13 
 22 	  21 	 18 
 1 	  21 	 12 
 21 	  1 	 27 
 20 	  21 	 15 
 21 	  20 	 11 
 1 	  20 	 24 
 20 	  1 	 20 
 20 	  22 	 27 
 22 	  20 	 13 
 2 	  20 	 17 
 20 	  2 	 27 
 20 	  27 	 21 
 27 	  20 	 19 
 22 	  27 	 17 
 27 	  22 	 19 
 19 	  20 	 21 
 20 	  19 	 25 
 19 	  27 	 28 
 27 	  19 	 20 
 4 	  19 	 21 
 19 	  4 	 25 
 18 	  19 	 25 
 19 	  18 	 22 
 16 	  19 	 23 
 19 	  16 	 15 
 19 	  24 	 19 
 24 	  19 	 26 
 16 	  24 	 13 
 24 	  16 	 27 
 16 	  26 	 27 
 26 	  16 	 21 
 15 	  16 	 21 
 16 	  15 	 17 
 11 	  15 	 11 
 15 	  11 	 14 
 13 	  15 	 18 
 15 	  13 	 18 
 16 	  17 	 30 
 17 	  16 	 30 
 16 	  18 	 30 
 18 	  16 	 11 
 17 	  18 	 20 
 18 	  17 	 27 
 5 	  18 	 28 
 18 	  5 	 24 
 14 	  17 	 13 
 17 	  14 	 19 
 5 	  14 	 11 
 14 	  5 	 21 
 6 	  14 	 20 
 14 	  6 	 13 
 7 	  14 	 25 
 14 	  7 	 25 
 13 	  17 	 27 
 17 	  13 	 20 
 12 	  13 	 13 
 13 	  12 	 15 
 24 	  27 	 21 
 27 	  24 	 21 
;

 param T:= 23;
 param d:=
1	52
2	50
3	48
4	46
5	44
6	42
7	40
8	38
9	36
10	34
11	32
12	30
13	28
14	26
15	24
16	22
17	20
18	18
19	16
20	14
21	12
22	10
23	8
24	6
25	4
26	2
27	0
;

 param t:=
 1 2 6.092091
 2 1 1.898731
 2 3 9.218921
 3 2 9.571557
 3 4 1.057258
 4 3 7.141062
 4 5 5.515321
 5 4 2.631351
 5 6 3.496042
 6 5 4.072466
 6 7 6.652117
 7 6 5.758072
 7 8 9.420216
 8 7 3.635246
 8 9 0.030888
 9 8 7.555983
 9 10 4.501026
 10 9 1.701219
 9 12 7.877481
 12 9 8.378084
 10 12 5.901661
 12 10 2.030928
 11 12 2.536388
 12 11 5.323393
 10 11 1.667483
 11 10 0.271418
 11 26 3.327088
 26 11 8.059470
 25 26 6.405158
 26 25 7.543746
 23 25 4.867305
 25 23 0.399336
 24 25 6.544303
 25 24 4.781249
 23 24 3.128987
 24 23 6.036796
 22 24 3.902836
 24 22 9.570518
 23 27 5.922038
 27 23 7.602993
 22 23 0.571750
 23 22 3.120471
 21 22 1.455261
 22 21 3.104901
 1 21 7.882888
 21 1 5.097337
 20 21 2.648692
 21 20 7.862882
 1 20 6.756226
 20 1 2.597615
 20 22 6.191303
 22 20 4.201998
 2 20 0.863490
 20 2 8.346242
 20 27 7.472373
 27 20 8.458576
 22 27 4.007077
 27 22 5.246406
 19 20 9.798345
 20 19 9.420429
 19 27 3.906839
 27 19 0.674197
 4 19 1.420015
 19 4 6.103861
 18 19 8.461780
 19 18 8.232266
 16 19 2.991379
 19 16 8.077213
 19 24 4.699021
 24 19 1.259120
 16 24 3.960067
 24 16 0.670343
 16 26 8.068660
 26 16 2.371438
 15 16 0.021361
 16 15 6.948165
 11 15 4.679135
 15 11 8.310654
 13 15 1.464762
 15 13 3.297887
 16 17 8.031200
 17 16 5.475824
 16 18 4.197768
 18 16 3.027075
 17 18 4.162093
 18 17 5.339924
 5 18 7.248996
 18 5 8.667526
 14 17 4.954068
 17 14 5.022340
 5 14 7.021978
 14 5 7.249978
 6 14 5.813553
 14 6 6.472269
 7 14 2.183274
 14 7 4.425037
 13 17 7.747945
 17 13 1.124297
 12 13 8.388631
 13 12 8.053574
 24 27 5.425377
 27 24 5.209694
;
