data;

param n := 20;

param : E  : t :=
	1 5   5.124
	1 7   2.816
	1 8   2.733
	1 9   7.036
	1 15   9.636
	1 16   7.527
	1 20   2.007
	2 5   1.367
	2 6   7.230
	2 10   8.480
	2 11   8.994
	2 12   1.834
	2 14   6.473
	2 16   9.720
	2 17   1.241
	2 18   5.627
	2 19   4.811
	3 4   4.752
	3 5   4.041
	3 7   2.524
	3 8   6.362
	3 9   9.097
	3 13   6.331
	3 15   1.473
	3 17   8.675
	3 19   9.925
	4 7   9.867
	4 12   2.995
	4 14   6.073
	4 17   2.743
	4 20   9.471
	5 6   4.475
	5 10   7.741
	5 11   9.240
	5 13   3.147
	5 14   5.470
	5 20   2.887
	6 12   4.415
	6 14   5.906
	6 15   8.148
	6 16   3.748
	6 17   4.669
	7 8   5.873
	7 9   1.333
	7 10   3.888
	7 14   6.620
	7 19   4.105
	7 20   9.105
	8 10   6.109
	8 14   7.735
	8 16   6.248
	8 19   2.312
	9 11   6.421
	9 14   5.477
	9 19   4.644
	9 20   7.302
	10 12   4.224
	10 14   7.324
	10 15   3.486
	10 17   1.301
	10 18   4.633
	10 19   4.674
	11 12   7.928
	11 13   4.924
	11 17   5.823
	12 13   2.468
	12 14   1.469
	12 16   6.455
	12 17   7.210
	12 18   2.160
	12 19   7.386
	12 20   4.065
	13 14   6.239
	13 15   9.686
	13 16   3.919
	13 18   7.438
	13 20   8.458
	14 15   8.869
	14 18   5.917
	14 20   3.137
	15 16   1.824
	15 19   8.632
	16 17   8.147
	16 19   1.194
	17 19   6.210
	17 20   2.437
	18 20   7.345
;

 param T:= 5;
 
  param c:=
1	7
2	9
3	8
4	8
5	8
6	9
7	8
8	6
9	8
10	8
11	7
12	8
13	8
14	8
15	8
16	8
17	9
18	8
19	8
20	8
;
